CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1084946	615765	CHEMBL1084946	615765		33	268.27	2.6	78.35	0	COc1ccc2cc(oc2c1)c3ccc(cn3)C(=O)N	3185994	IC50	=	33	nM	7.48	IC50	=	33	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	614434	CHEMBL1110504	B	Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			50522	CHEMBL1155386	20153963	Bioorg. Med. Chem. Lett.	2010	20	6	1976					
CHEMBL3959097	2168468	CHEMBL3959097	2168468		BDBM136761	409.45	4.13	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC(F)(F)F)cc3C24N=C(C)C(=N4)N	15872068	IC50	=	56	nM	7.25	IC50	=	56	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3629737	1969704	CHEMBL3629737	1969704		BDBM50129276	498.98	5.25	61.83	1	CC1(C)OCC2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1	17796691	IC50	=	66.6	nM	7.18	IC50	=	66.6	nM	436730		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1642419	CHEMBL3889142	B	Electrochemiluminescence (ECL)-Based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.	37	BindingDB Database				Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			103347	CHEMBL3886962			2016								
CHEMBL3672721	2005745	CHEMBL3672721	2005745		BDBM155131	390.33	3.96	59.97	0	CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(Br)cc3C24N=C(C)C(=N4)N	17678298	IC50	=	78	nM	7.11	IC50	=	78	nM	297468		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3672719	2005743	CHEMBL3672719	2005743		BDBM155129	351.4	4.34	50.74	0	CC1=NC2(N=C1N)c3cc(ccc3CCC24CC4)c5cc(F)cc(F)c5	17678296	IC50	=	118	nM	6.93	IC50	=	118	nM	297466		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3667032	1999998	CHEMBL3667032	1999998		BDBM145853	440.45	3.22	108.36	0	COC(=O)COc1ccc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)cc1OC	17664987	IC50	=	140	nM	6.85	IC50	=	140	nM	282642		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
CHEMBL1082889	615694	CHEMBL1082889	615694		23	255.28	2.94	60.18	0	CNc1ccc(cn1)c2oc3cc(OC)ccc3n2	3185980	IC50	=	185	nM	6.73	IC50	=	185	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	614434	CHEMBL1110504	B	Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			50522	CHEMBL1155386	20153963	Bioorg. Med. Chem. Lett.	2010	20	6	1976					
CHEMBL3330751	1789750	CHEMBL3330751	1789750		E16	451.64	7.89	31.23	1	COc1ccc(cc1)c2cc3c(s2)c4sc(cc4n3C(C)(C)C)c5ccc(C=O)s5	14999905	IC50	<	380	nM		IC50	<	.38	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1459447	CHEMBL3368553	B	Inhibition of amyloid beta (1-42) aggregation (unknown origin) after 24 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			90659	CHEMBL3352213	25086914	Eur. J. Med. Chem.	2014	85		228					
CHEMBL3968686	2178057	CHEMBL3968686	2178057		BDBM186052	511.81	4.35	112.71	1	COCC[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(cc3Cl)C(F)(F)F	17713810	IC50	=	380	nM	6.42	IC50	=	380	nM	335592		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL247524	412919	CHEMBL247524	412919		I-6	373.46	4.6	83.39	0	COc1cc(\C=C\c2cccc(\C=C\c3ccc(N)c(OC)c3)n2)ccc1N	2021328	IC50	=	700	nM	6.16	IC50	=	.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454313	CHEMBL903491	B	Inhibition of amyloid beta 42 fibril formation by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			37438	CHEMBL1139129	17270435	Bioorg. Med. Chem. Lett.	2007	17	5	1466					
CHEMBL116438	190171	CHEMBL116438	190171	CURCUMIN	curcumin	368.39	3.85	96.22	0	COc1cc(\C=C\C(=C\C(=O)\C=C\c2ccc(O)c(OC)c2)\O)ccc1O	2466524	IC50	=	800	nM	6.1	IC50	=	.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL248122	412913	CHEMBL248122	412913		I-2	401.51	5.52	55.41	1	CNc1cc(\C=C\c2cccc(\C=C\c3ccc(OC)c(NC)c3)n2)ccc1OC	2021332	IC50	=	1100	nM	5.96	IC50	=	1.1	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454313	CHEMBL903491	B	Inhibition of amyloid beta 42 fibril formation by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			37438	CHEMBL1139129	17270435	Bioorg. Med. Chem. Lett.	2007	17	5	1466					
CHEMBL247726	412929	CHEMBL247726	412929		I-16	405.45	4.86	81.04	0	COc1cc(\C=C\c2ccc(O)c(OC)c2)nc(\C=C\c3ccc(O)c(OC)c3)c1	2021319	IC50	=	1700	nM	5.77	IC50	=	1.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454313	CHEMBL903491	B	Inhibition of amyloid beta 42 fibril formation by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			37438	CHEMBL1139129	17270435	Bioorg. Med. Chem. Lett.	2007	17	5	1466					
CHEMBL491407	491600	CHEMBL491407	491600		1l	281.33	4.81	16.38	0	CN(C)c1ccc(\C=C\c2oc3cc(F)ccc3c2)cc1	2466512	IC50	=	2190	nM	5.66	IC50	=	2.19	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL2179241	1440044	CHEMBL2179241	1440044		4	384.85	3.46	90.35	0	Nc1c(cnc2cc(nn12)c3ccccc3)S(=O)(=O)c4ccc(Cl)cc4	12143911	IC50	=	2300	nM	5.64	IC50	=	2.3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	875926	CHEMBL2188039	B	Inhibition of aggregation of human DHFR-fused amyloid beta (1 to 42) expressed in yeast harboring erg6delta assessed as increase in yeast viability measured up to 20 hrs in presence of MTX	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			66615	CHEMBL2176928	23009151	J. Med. Chem.	2012	55	22	9521					
CHEMBL204443	345830	CHEMBL204443	345830		34	637.87	7.47	87.74	2	CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)C(=O)NC\C=C\Cc4ccccc4	1710354	IC50	=	3000	nM	5.52	IC50	=	3000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	350088	CHEMBL865069	F	Inhibition of beta-amyloid peptide production in CHO N9 cell line	1	Scientific Literature				Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			31064	CHEMBL1147000	16473009	Bioorg. Med. Chem. Lett.	2006	16	9	2357					
CHEMBL491406	491599	CHEMBL491406	491599		1k	277.37	4.98	16.38	0	CN(C)c1ccc(\C=C\c2oc3cc(C)ccc3c2)cc1	2466511	IC50	=	3440	nM	5.46	IC50	=	3.44	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL443097	491598	CHEMBL443097	491598		1j	279.34	4.37	36.61	0	CN(C)c1ccc(\C=C\c2oc3cc(O)ccc3c2)cc1	2466510	IC50	=	3620	nM	5.44	IC50	=	3.62	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL116438	190171	CHEMBL116438	190171	CURCUMIN	curcumin	368.39	3.85	96.22	0	COc1cc(\C=C\C(=C\C(=O)\C=C\c2ccc(O)c(OC)c2)\O)ccc1O	15651307	IC50	=	3900	nM	5.41	IC50	=	3.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1505748	CHEMBL3594908	B	Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			92818	CHEMBL3593231	26099993	J. Nat. Prod.	2015	78	7	1593					
CHEMBL3622258	1965938	CHEMBL3622258	1965938		3b	669.78	7.03	182.26	3	CC(C)c1c(NC(=O)\C=C\c2ccc(O)c(O)c2)cc3c(CC[C@H]4[C@](C)(CNC(=O)\C=C\c5ccc(O)c(O)c5)CCC[C@]34C)c1[N+](=O)[O-]	15738085	IC50	=	3960	nM	5.4	IC50	=	3.96	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1520222	CHEMBL3626048	B	Inhibition of amyloid beta-42 (unknown origin) self-mediated aggregation by thioflavin-T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			93561	CHEMBL3621083		MedChemComm	2014	5	11	1736					
CHEMBL3087679	1605159	CHEMBL3087679	1605159		(R)-6	819.01	6.28	140.46	3	C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(=CC1=O)NCCCNCCCNC(=O)[C@H](C)c2ccc(c(F)c2)c3ccccc3)c4ccc(c(F)c4)c5ccccc5	13830579	IC50	=	4770	nM	5.32	IC50	=	4.77	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1276878	CHEMBL3089679	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75998	CHEMBL3085683	24140444	Bioorg. Med. Chem. Lett.	2013	23	23	6254					
CHEMBL311039	118403	CHEMBL311039	118403		3	311.42	3.32	46.17	0	CC1(C)C2CCC(C)(C2)C1NS(=O)(=O)c3ccc(F)cc3	357577	IC50	=	5000	nM	5.3	IC50	=	5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	68889	CHEMBL678443	B	Inhibition of A-beta-42 production by inhibiting Gamma-secretase proteolytic pathway in HEK293 cell stably transfected with a double mutant form of human APP(K595N/M596L)	1	Scientific Literature				Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			15476	CHEMBL1133739	10882355	J. Med. Chem.	2000	43	12	2297	722	CHEMBL3307715	HEK293		
CHEMBL2436698	1585850	CHEMBL2436698	1585850		13f	588.75	6.39	70.84	2	O=C1C=C(Oc2cc(OCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7	13487370	IC50	=	9800	nM	5.01	IC50	=	9.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL200014	336997	CHEMBL200014	336997		3	621.87	4.9	133.63	1	CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@H](N)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccc2	1674245	IC50	=	9900	nM	5	IC50	=	9.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	330621	CHEMBL853558	F	Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30591	CHEMBL1148624	16451048	J. Med. Chem.	2006	49	3	839	5545	CHEMBL3706569	HEK-293T		
CHEMBL2408265	1572676	CHEMBL2408265	1572676		4n	434.4	4.16	139	0	COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)Nc3cc(ccc3O)[N+](=O)[O-])c(O)c1	13394757	IC50	=	13300	nM	4.88	IC50	=	13.3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974299	CHEMBL2411729	B	Inhibition of amyloid beta (1-42) self-mediated aggregation (unknown origin) after 5 days by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74341	CHEMBL2406947	23786711	Eur. J. Med. Chem.	2013	66		22					
CHEMBL129795	210312	CHEMBL129795	210312	ISOLIQUIRITIGENIN	ISL	256.26	2.7	77.76	0	Oc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1	13394744	IC50	=	19700	nM	4.71	IC50	=	19.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974299	CHEMBL2411729	B	Inhibition of amyloid beta (1-42) self-mediated aggregation (unknown origin) after 5 days by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74341	CHEMBL2406947	23786711	Eur. J. Med. Chem.	2013	66		22					
CHEMBL248339	412942	CHEMBL248339	412942		II-9	480.65	7.25	24.94	1	COc1cc(\C=C\c2cccc(\C=C\c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N5CCCC5	2021308	IC50	>	20000	nM		IC50	>	20	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454313	CHEMBL903491	B	Inhibition of amyloid beta 42 fibril formation by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			37438	CHEMBL1139129	17270435	Bioorg. Med. Chem. Lett.	2007	17	5	1466					
CHEMBL425031	337007	CHEMBL425031	337007		4	527.68	5.26	98.74	2	CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2	1674244	IC50	>	20000	nM		IC50	>	20	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	330621	CHEMBL853558	F	Inhibition of soluble APPbeta N-terminal fragment secretion in cultured HEK293T cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30591	CHEMBL1148624	16451048	J. Med. Chem.	2006	49	3	839	5545	CHEMBL3706569	HEK-293T		
CHEMBL3813971	2089515	CHEMBL3813971	2089515		3c	264.33	3.13	63.83	0	Cc1ccc(CNc2nc(N)nc3ccccc23)cc1	16609286	IC50	>	25000	nM		IC50	>	25	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL3814189	2089541	CHEMBL3814189	2089541		4m	268.3	2.96	63.83	0	Nc1nc(NCc2ccc(F)cc2)nc3ccccc13	16609258	IC50	>	25000	nM		IC50	>	25	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL380778	328289	CHEMBL380778	328289		13a	342.41	5.39	46.53	1	CC(C(=O)O)c1ccc(c(F)c1)c2ccc(OC3CCCCC3)cc2	1606049	IC50	=	41000	nM	4.39	IC50	=	41	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	322428	CHEMBL873550	F	Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
